agemonths,haz,waz,hcaz
20.1,-0.805125622,-1.23584586,-1.496471195
21.1,-0.60743509,-0.957543044,-1.382322732
22.1,-0.890749327,-0.872412906,-1.328489121
23,-0.872267868,-1.210277651,-1.413150887
23.9,-0.679188924,-1.08287156,-1.5027218
0.4270696,-0.548939868,-1.668794132,-1.855491089
1.1,-0.602624079,-1.549078797,-1.405362304
2,-0.921149282,-1.935346154,-1.817628249
3.1,-0.920310303,-2.008842541,-1.525595213
4,-0.788479359,-2.306536341,-2.361399579
5,-0.89168519,-1.989839591,-2.47170716
6,-0.772354225,-2.301354813,-2.538762049
7,-2.435525351,-2.197880281,-2.8933409
8,-1.383550028,-2.215830588,-2.916861713
9,-1.118959887,-2.15466927,-2.479360742
9.9,-2.020771033,-2.570080623,-2.90035682
11,-1.617892407,-2.560536372,-2.724282627
12.1,-1.739686975,-2.731076909,-2.952961164
13,-1.78498689,-2.730202431,-2.61737152
14.1,-1.95390031,-2.555681497,-2.733418734
15,-2.016890686,-2.461008228,-2.884924633
16.1,-1.968655576,-2.670772042,-2.314391661
17.1,-2.053198471,-2.591067084,-2.665327171
18,-2.355681724,-2.948403056,-2.786187514
19,-2.528972035,-2.956654924,-2.896125125
20,-2.526098984,-2.603478328,-2.871074358
21,-2.759023827,-2.782783012,-2.978679137
22,-2.495596402,-2.602311559,-2.938671403
23,-2.53439923,-2.686889713,-3.045431517
24,-2.542614193,-2.562918436,-3.138405161
0.4270696,-0.507832427,-0.877455199,-0.650286435
1,-0.154649128,-0.71578765,-0.271655539
1.9,-0.761281726,-0.220898612,-0.709233812
3,-0.642172525,-0.432371179,-0.38944168
4,-0.468922182,-0.629674092,-0.144965062
5.1,-0.100376361,-0.924015134,-0.254651475
5.9,-0.740733656,-0.954712959,0.025341927
7,-0.995633545,-0.908219549,-0.307418102
8,-1.374907841,-1.010401273,-0.727021589
8.9,-0.929453043,-1.072919267,-0.933404727
10,-1.447022663,-1.14479218,-1.8253897
11,-1.307706341,-1.370539837,-1.927008469
11.9,-1.753597258,-1.575723491,-1.592065163
12.9,-1.879638554,-1.459431265,-1.180411526
14,-1.646448276,-1.770109261,-1.22351222
15.1,-1.867012115,-1.719841422,-1.393906364
16.5,-2.345826161,-1.7616753,-1.596738539
17.1,-2.481531274,-1.816498665,-1.678923242
18.1,-2.453808993,-1.565175093,-1.79608195
19,-2.344586742,-1.903774192,-2.731196812
20.4,-2.485386014,-2.110089855,-2.347706347
21.3,-2.41301533,-1.632519422,-2.28695999
22.1,-2.099012873,-1.79839357,-2.519445954
23,-1.975093033,-1.67951221,-2.446048059
24,-1.817519687,-1.90961305,-2.539142069
0.4599212,-1.070315355,-2.304633905,-0.911356138
1.1,-0.942090258,-1.970177935,-1.53277842
2,-1.021983171,-2.656691075,-2.204989649
3,-1.174775984,-2.369290108,-2.285301663
4,-1.429336278,-1.804817425,-2.237416874
5,-1.634037551,-2.025049254,-2.053791201
5.9,-1.092664476,-1.609444436,-1.797312339
7,-0.787110934,-1.164879805,-2.916867547
8,-1.390276532,-1.22020263,-2.853610853
8.9,-1.152536051,-1.08443386,-1.729825142
10.1,-1.464641921,-1.48439609,-2.071313123
11,-1.967246834,-2.454095431,-2.326701641
12.1,-1.604442784,-1.626223753,-1.231436924
13,-1.634115913,-1.36164367,-1.431557126
14,-1.619458744,-1.219186808,-1.596854505
14.9,-1.499490063,-1.262494412,-1.527034591
16,-1.641672804,-1.209968408,-1.685748736
17,-1.513863279,-1.06026409,-1.670405817
18.1,-1.602331867,-1.090787613,-2.549819811
19.1,-1.748620412,-0.973826106,-1.763027584
20,-1.895144604,-0.938379337,-1.642323472
20.9,-1.76635592,-0.919207542,-1.733813621
22,-1.885338837,-1.033733447,-1.837757172
22.9,-1.966597589,-1.129781406,-1.9265294
24.1,-1.531598282,-1.207957137,-2.028038397
0.2299606,0.359849291,-0.524783793,-0.215747212
1,-0.49575701,-0.591288101,-0.122903392
1.9,-0.010362683,-0.601078213,-0.538601354
3.1,-0.576170252,-0.839464854,-0.999116389
3.9,0.21258704,-0.995450165,-1.150420375
5.1,-0.762926596,-0.858741664,-1.082517128
6,-0.06702736,-0.974185493,-1.506550977
7,-0.835337073,-1.302389272,-2.400043138
8,-1.148055307,-1.069572715,-2.012363625
9,-1.484093967,-1.105184583,-1.42227002
10.2,-0.661836359,-0.725061537,-1.714071152
10.9,-1.300930778,-0.469836337,-1.11870167
12.1,-0.973963853,-0.872508941,-1.542661268
13,-0.656690111,-0.542341106,-1.341616691
14.1,-1.01529971,-0.422541356,-1.075451767
15.1,-0.801771274,-0.494541926,-1.011574265
16,-0.842905883,-0.267262115,-0.991385451
17.1,-0.693684182,-0.263434802,-0.917377795
18,-0.479940595,-0.416858956,-0.812171445
19.1,-0.650838959,-0.42260926,-0.783836938
20.1,-0.5567943,-0.135377285,-0.674685805
21,-0.567016797,-0.075219513,-0.624785581
21.9,-0.682222276,-0.479410562,-0.500829133
23.1,-0.499267458,-0.032544231,-0.463479104
24,-0.426173478,-0.13667326,-0.403639493
0.3285151,-0.177841477,-0.185589318,-2.456054991
1,-0.311416177,-0.277028207,-1.235487543
2,-0.482006757,-0.439997254,-1.495258981
3.1,-0.25620308,-0.734700766,-1.364684422
3.9,-0.587085123,-0.633613093,-1.523539958
5.1,-0.602311515,-0.863084461,-1.325906243
6,-0.198933041,-0.756274938,-1.464283719
7,-0.727437855,-0.903120347,-1.539764252
8,-1.049490581,-0.756248193,-1.613239484
9,-1.07753994,-0.798318722,-1.731822303
9.9,-1.168501759,-1.142561768,-1.488267657
10.9,-1.388110039,-1.24520601,-1.156790245
12,-1.541190251,-1.366773569,-1.166156907
13,-1.670828097,-1.488985552,-1.517389093
13.9,-1.716710524,-1.417234094,-1.395781326
15,-1.821928525,-2.064467273,-1.567476862
15.9,-2.16264682,-1.552810364,-1.709642172
17,-2.347075915,-1.6353945,-1.714182631
17.9,-1.945950336,-1.512900633,-1.832564858
19,-2.065027681,-1.350636452,-1.81604636
20.1,-2.245649663,-1.435954619,-1.869350408
21,-1.845817761,-1.352078448,-1.610826482
22,-1.959146,-1.72153921,-1.576274844
23,-1.999058132,-1.456019528,-1.53836059
23.9,-1.666474403,-1.45499402,-1.630450654
0.3613666,0.313851215,-0.628760669,-0.9860025
1,0.124202114,-1.083406256,-1.09420801
2.1,-0.38019513,-1.033948994,-1.85437192
3,-0.797134835,-1.116025641,-1.467413035
3.9,-0.647883497,-1.264049508,-1.815582998
5,-0.865592724,-1.429446086,-1.908386439
6,-1.235089933,-1.592774761,-1.984741952
7.1,-1.58834342,-2.020825274,-2.023078651
8,-1.153207704,-1.772785422,-2.303244416
9,-0.823659821,-2.039818939,-2.200079733
11,-1.340231162,-2.257711252,-1.837495932
12,-1.657808677,-2.241555699,-2.122988501
13,-1.556669304,-2.02849214,-2.177378549
14,-1.692150379,-2.109559372,-1.985922156
14.9,-1.554154532,-2.303742257,-2.07266102
16,-1.909905144,-1.892755927,-2.232771626
17,-2.11269556,-1.693369536,-2.298570246
18,-2.424503955,-1.580188678,-2.351863662
19,-2.243608019,-1.579964038,-2.181020229
20,-2.004393252,-1.243419456,-2.154253103
21,-2.11554309,-1.077896525,-1.758882529
21.9,-1.589241764,-1.312984664,-1.857048469
23,-1.856649565,-1.321078889,-1.890751118
24,-1.62873613,-1.408485536,-1.998807943
0.4927727,0.105667763,-0.199492377,-0.312631165
1.1,0.032415126,-0.110250913,-0.333823348
2,-0.672382321,-0.310758932,-0.49972717
3,-1.413280561,0.530881071,-0.542470405
4,-1.39529194,-0.021341549,-1.205873467
5.2,-1.231829775,0.057299657,-1.274460202
6,-0.767661788,-0.079509851,-1.752277771
7,-1.01726033,-0.717179681,-1.782088865
8,-1.097974769,-0.491361666,-1.636882977
9,-1.171869107,-0.307319727,-1.263036923
10.1,-1.420917351,-0.778374967,-1.518983998
10.9,-1.704009787,-1.025054397,-1.126979919
12,-2.189702767,-1.167184658,-1.832770532
13,-1.840017318,-1.151133366,-1.663626259
14.1,-2.386127689,-1.035158834,-1.536788051
15,-2.513566176,-1.519749825,-1.843283022
16,-2.790310106,-1.263072664,-1.528888178
17,-2.702996946,-1.423997477,-1.510297319
18.1,-2.601891971,-0.925851906,-1.343839233
19,-2.671044973,-1.785632091,-1.755608568
20,-2.889132596,-1.73082619,-1.642323472
21.1,-3.158659527,-1.9501187,-1.747326841
22,-2.771883179,-2.102909124,-1.689574849
23,-2.925733017,-2.118579553,-1.788208179
23.9,-3.03771128,-2.132886054,-1.870099514
0.1971091,-1.335016786,-0.626982206,-0.132789432
0.9,-0.714905521,-0.901483334,-0.593144472
2,-1.015475167,-1.903835223,-1.435733159
3,-2.006458477,-1.857835392,-0.846834236
4.9,-1.929156637,-1.983092307,-1.986364192
5.9,-2.331093867,-2.407312877,-1.778937637
7,-2.147187494,-2.193790365,-1.604883056
8,-2.010094938,-2.386427866,-1.771361993
8.9,-2.160325704,-2.780210699,-2.037502149
10,-2.147018509,-2.911991684,-1.904315231
10.9,-2.376186818,-3.003855129,-1.667584526
11.9,-2.470073738,-2.826780563,-1.747806436
13,-2.320489299,-2.689037784,-1.966837166
14,-2.710275411,-2.862226209,-2.1353448
14.9,-2.607205065,-2.453921314,-1.45049534
16,-2.74029601,-2.510200289,-1.600344573
17,-2.778774825,-2.560672007,-1.737569186
18,-2.776838849,-2.524375373,-1.792144416
19.2,-3.008574561,-2.726306627,-1.69861123
20,-2.90730443,-2.663899217,-1.635194734
21,-3.011092851,-2.497607884,-1.372027943
22,-2.58421759,-2.47284426,-1.769513932
23,-2.417050417,-2.26535274,-1.858897362
24,-2.373366103,-2.455936539,-1.437689424
0.3613666,-0.691104327,-1.194052314,-1.06118491
1,-0.939769742,-0.974900204,-1.514986866
1.9,-0.702239051,-1.064572759,-1.814338683
2.9,-0.652134021,-1.166987598,-2.267303269
4,-0.914836053,-1.254758386,-2.294433642
4.9,-1.473759021,-1.327000094,-2.462017475
5.9,-1.605117033,-1.273908926,-2.252088482
7,-1.29613643,-1.378075884,-2.805538025
7.9,-1.243961373,-1.423221484,-2.549558821
8.9,-1.803173283,-1.754560844,-2.754511703
9.9,-1.700779443,-1.818177142,-2.666321321
10.9,-2.118125368,-1.948166236,-3.078997581
12,-2.009363845,-2.303642755,-2.70291819
13,-2.223575971,-2.124073639,-2.811923959
14,-2.42747109,-1.877791943,-2.75076228
15,-2.632106388,-2.117747,-2.761481289
16,-2.790310106,-2.022132037,-2.746640609
17,-2.805956961,-2.153358256,-2.869817621
18,-2.887979087,-1.978256552,-2.922882459
19,-2.79682642,-1.658651062,-2.198415456
20.1,-2.614396684,-1.764411389,-2.318256584
21.1,-2.498411873,-1.988443293,-2.416686744
22,-2.635491741,-2.083825966,-2.356395303
23,-2.758895296,-2.0811606,-2.452092083
24,-2.619569011,-2.295591286,-2.460775605
0.2628121,-0.677891404,-1.021468328,0.194821173
0.9,0.418148399,-0.662103066,0.263258173
2.1,-0.276301693,-0.429405622,-0.628036447
3,0.386086951,-0.701677394,-1.235870022
4,0.971698962,-0.845985573,-0.898247714
5,-0.25126516,-1.040322819,-1.843313928
5.9,-0.251110389,-1.238996989,-1.223536338
6.9,-0.490526134,-1.115477663,-1.411511466
8,-0.785091251,-1.261282063,-0.727021589
8.9,-0.215587419,-1.364835826,-1.172330851
9.9,-0.736618761,-1.030435688,-1.323484335
11,-0.646778309,-1.340649489,-0.743381865
12,-0.647786927,-1.523109796,-0.905802888
12.9,-0.847958484,-1.362940837,-0.948214648
14.1,-1.17657359,-1.075417844,-0.22966858
15.1,-1.511931835,-2.052833643,-0.323376489
16.1,-0.777869317,-1.162953322,-0.782012091
17,-1.059851849,-0.864540318,-0.685809325
18.1,-1.206362477,-0.940346668,-0.744908037
19.1,-1.448302457,-0.844414308,-0.558725813
20,-1.48499633,-1.184684119,-0.514225811
21.1,-1.430762321,-1.274403641,-0.635233198
22,-1.222041882,-1.327044113,-0.5847038
23,-1.148292601,-1.274361245,-0.457236521
23.9,-1.236062258,-1.181497967,-0.400588659
0.2628121,-1.218741196,-0.828220716,-0.81637005
1,-1.337161162,-0.974821571,-0.723120577
2,-0.87528101,-0.583874671,-0.999757275
3,-0.854097406,-0.826699456,-0.792639001
4,-1.234893444,-0.537091312,-1.437598668
5,-0.756451604,-0.741710598,-1.150520463
5.9,-1.56553738,-0.865828995,-1.27727218
6.9,-1.550797531,-0.85547889,-1.739964396
8,-1.557411008,-1.060752373,-1.387337764
8.9,-1.871101911,-1.053262682,-1.86062632
9.9,-2.26427654,-1.551732306,-2.082831515
11.1,-1.846505062,-1.871271921,-1.557621403
12,-1.958479483,-1.61826307,-1.400567232
12.9,-1.795806053,-1.620751742,-1.504710717
14.1,-1.669419564,-1.778348642,-1.423746074
15,-2.004512106,-1.760795063,-1.567476862
16.1,-2.100415034,-1.650781778,-1.583123945
17.1,-2.389946604,-2.032298624,-1.731679942
18.1,-2.685493167,-1.996974775,-1.780715487
19,-2.953108048,-1.893832935,-1.892047691
20.1,-2.643373756,-1.75664906,-1.508750406
21.1,-2.49116225,-1.659805798,-1.621856255
22,-2.416553772,-1.960038277,-1.508341877
23.1,-2.228071899,-2.004373392,-1.469890064
23.9,-2.348985282,-2.017170726,-1.558788793
0.3285151,0.456362899,-1.414540303,-0.209057216
1,-0.067903787,-0.980666266,-0.355041679
2,0.30454175,-0.681171149,-1.330091746
3,-0.521060316,-0.302242257,-0.470100242
4,0.352198529,-0.374224423,-0.994221079
5,-0.846607328,-0.436537157,-1.539104785
6.1,0.283337546,-0.34982909,-1.343885241
7,-0.857013532,-0.297728868,-1.387898758
8,0.284918101,-0.64115724,-1.02320404
8.9,0.24402792,-1.041699362,-1.5615143
10,-0.188731825,-1.169965984,-1.431575463
11,-0.308917968,-1.361730723,-1.024608128
12.1,-0.420919537,-1.255380343,-1.039897345
13,-0.467561151,-1.640852087,-0.863613195
14,-0.6993586,-1.559632499,-1.041867613
15,-0.569802481,-1.223408095,-0.849265088
16,-0.729847669,-0.8651892,-1.36048163
17.1,-0.966924235,-0.673189608,-1.070017623
18,-0.761736822,-0.626770054,-0.899961444
19.1,-0.947074089,-0.702948052,-1.177748751
20.1,-0.919902685,-0.524536861,-1.148150405
21.1,-0.570626868,-0.562854632,-0.973920073
22,-0.623169136,-0.654454449,-1.07699679
23.1,-0.748524875,-0.746074214,-1.182858222
24,-0.699604869,-1.058998705,-1.282158148
0.5256242,0.110239502,0.534787013,-0.881519705
0.9,-0.041555343,0.03756405,-1.091157887
2,0.107904623,-0.471759321,-1.577842599
3.1,-0.426545377,-1.21573071,-2.386972215
3.9,-0.401972361,-1.242407783,-2.788938594
5,-0.975067135,-1.229835763,-2.666287409
6,-0.089936626,-1.34902356,-3.244898623
6.9,-1.248008768,-1.52444065,-2.651975086
7.9,-1.665637423,-1.532071374,-2.957351043
9,-1.50933098,-2.017482175,-2.862817233
10,-1.793712335,-2.333472733,-3.057355853
10.9,-2.167646116,-2.312549081,-2.922928348
12.9,-2.519767755,-2.319579469,-3.044769449
14.1,-1.966886132,-2.425494598,-3.249998093
14.9,-2.248495581,-1.865400428,-3.238797047
16.1,-2.5044122,-2.277346298,-3.404440483
17.1,-2.508732828,-2.209131874,-3.462981946
18,-2.542551912,-2.005951094,-3.57368655
19,-2.60596486,-1.633959808,-3.333331961
20.1,-2.411368035,-1.474018132,-3.095390413
21,-2.302420794,-1.072701882,-2.690710157
22.1,-2.296742711,-1.378853972,-2.661839979
23.1,-2.393344398,-1.13284054,-2.190690552
23.9,-2.13182273,-1.289241488,-2.2754074
0.4270696,-2.285591736,-2.922365955,-2.20379295
1,-2.688114177,-3.018191082,-1.520102455
2,-2.595855868,-3.192719322,-2.073344305
3,-3.565970855,-3.040900631,-2.163428728
5,-3.61708601,-2.855101284,-2.686050025
6,-3.043737574,-3.145845504,-2.477819378
7,-3.429670258,-3.294853944,-2.133674636
7.9,-3.613999063,-3.536667845,-2.279387789
8.9,-3.364134733,-3.501055188,-2.084960334
10,-3.821697518,-3.631894269,-2.017160904
10.9,-3.916452987,-3.636705669,-1.592207497
12.1,-3.291178079,-3.570263826,-1.1870561
12.9,-3.332078326,-4.04836853,-1.584121856
14,-3.034150547,-3.75021229,-1.401311572
15,-3.706396818,-3.527690192,-1.796617597
16,-3.78530441,-3.462483316,-1.714765093
17,-3.916419043,-3.56703094,-1.855002103
18,-3.309927447,-3.412743535,-1.98590961
19.1,-3.299811144,-3.372768539,-1.751327287
19.9,-3.537378562,-3.391943089,-1.493638926
21,-3.704844396,-3.45031303,-1.610826482
22,-3.87402473,-3.980626851,-1.572917363
23,-4.032189081,-3.965006977,-1.460072454
24,-3.844801737,-3.841057441,-1.776965446
0.3285151,0.139260711,-0.583930693,-1.591825078
0.9,0.318008808,-0.715358143,-2.031737526
2,0.255382468,-0.862514035,-1.825593452
2.9,1.374852935,-0.574808208,-1.407828373
4,0.273850045,-0.252316017,-1.650491527
5.1,-0.33201465,-0.040247336,-1.947449073
5.9,-0.54967168,-0.283473713,-1.661298693
7,0.438743245,-0.286553433,-1.995360737
8,0.008676974,-0.387054964,-1.989742351
9,0.289318335,-0.40768689,-2.105591522
10,-0.206058737,-0.630076512,-2.257892661
11,-0.133829885,-0.33903168,-1.755971341
12.1,-0.033046761,-0.365285958,-1.996429255
13,-0.292005418,-0.326547315,-2.042687141
14,-0.573816905,NA,-1.912845833
15,-0.909010618,-0.353996139,-1.931836895
16,-0.848739021,-0.113215468,-2.078324668
17,-0.710109734,-0.623617708,-2.140965422
18.1,-0.554367625,-0.010228939,-2.070192117
19,-0.520536521,-0.097143369,-2.181020229
20,-0.246619039,0.003882724,-2.154253103
21.1,-0.245112397,-0.498038716,-1.9818208
22.1,0.007585079,-0.312371849,-2.014889943
23,-0.235581574,0.010531482,-2.112482848
24,-0.173097154,-0.169332503,-2.070472923
0.3285151,-4.194469196,-4.546206984,-5.048744732
1,-4.363108867,-4.337756247,-3.711927877
2,-3.628200782,-4.077698478,-3.64243304
2.9,-3.339091809,-3.028880105,-2.940883111
4.3,-2.893839131,-2.711116451,-3.115612285
5,-3.391553774,-2.8891352,-2.919349101
6.9,-2.891719193,-3.552427573,-3.563985777
7.9,-2.978663746,-2.807956674,-3.710643548
9,-2.395608653,-2.253894044,-2.648313295
10,-2.49923742,-2.436167043,-1.87724831
10.9,-2.341182302,-2.545039083,-2.265818347
12,-2.618409934,-2.243309839,-2.356987572
12.9,-2.227972115,-2.203053983,-1.950731867
14,-2.400428245,-2.015656738,-1.985922156
15,-2.600883067,-1.922922879,-2.010307494
16.1,-2.529333766,-2.031934006,-1.873845448
17,-2.533488382,-1.862693734,-1.86342727
18,-2.724532304,-1.915754777,-1.768719976
19.2,-2.662953353,-1.490069069,-1.767042794
20,-2.517143522,-1.850561551,-1.497291342
21,-2.55411362,-1.853334732,-1.247329761
22,-2.335314039,-1.841597062,-1.213508405
23.1,-2.448429967,-1.774145085,-1.182858222
24,-2.511609727,-2.012796344,-1.275382394
0.4927727,-1.600800117,-1.441655029,-1.413056623
1,-0.682417694,-1.23841971,-2.060742756
2,-1.413925081,-1.744870314,-2.275552324
3,-1.034759242,-2.409272286,-2.998486494
3.9,-2.345656356,-4.173390026,-3.500725326
5,-2.714957064,-5.16329753,-4.241377196
5.9,-3.709204586,-5.526852826,-4.717088875
7,-3.2135518,-3.89881204,-3.577040538
8,-2.60935202,-2.557730381,-3.293201831
8.9,-1.622263107,-2.423524207,-2.832740384
10.2,-1.688628891,-1.680475656,-2.440818234
11,-1.538560623,-1.581286393,-1.911394823
12,-1.929918339,-1.137096293,-1.90218121
12.9,-1.605289816,-1.366134743,-1.871391367
14,-1.990372638,-1.140425489,-2.058998479
15,-1.858445241,-1.344492239,-2.660556961
16,-2.13796285,-1.103221287,-2.441884244
17,-1.98557485,-0.874975322,-2.217718091
18,-2.12904479,-1.196296119,-2.343202858
19.1,-2.128301125,-1.067806493,-2.116999948
19.9,-1.710151573,-0.929851555,-1.854281896
21,-1.673193526,-1.310034924,-1.967330778
22,-1.895073462,-1.477917119,-1.720023405
23,-2.045826914,-1.721124149,-1.818971341
24,-1.674489164,-1.703140074,-1.92027489
0.131406,-1.836488972,-2.20038202,-2.303971613
0.9,-1.693452087,-1.3405939,-1.706467911
2,-1.915940855,-1.992545017,-2.118034767
3,-1.174775984,-2.33548014,-2.454533125
4,-1.745597373,-2.185044752,-2.770135262
5,-2.051769798,-2.526807617,-3.003360453
6,-1.490902385,-2.335996901,-2.79951417
7,-2.285373968,-2.276375859,-2.983439569
8,-1.979319158,-2.719740776,-3.254973881
9,-2.082333583,-2.524456424,-3.422980819
10,-2.584515913,-2.568437563,-3.482825867
10.9,-2.778335681,-2.905712444,-2.930022361
12,-2.640168091,-3.317076127,-3.092028836
13,-2.965785063,-3.210960552,-2.966693146
14,-2.87187788,-2.789271026,-3.135398204
14.9,-3.240185067,-2.923248422,-3.287437357
16.1,-3.480413102,-2.924110681,-3.44476364
17,-3.481246142,-3.049802964,-3.488122417
18,-3.57262183,-2.666696432,-3.442931276
19,-3.795512213,-2.646936476,-3.556694557
20.1,-3.501294263,-2.71040593,-3.364165262
21.4,-3.276003927,-2.891794002,-3.414194544
22,-3.351546787,-3.02859497,-3.467762727
23,-3.593083903,-2.943823677,-3.484800379
23.9,-3.725613634,-2.784088421,-3.266134826
0.4599212,-2.69192603,-2.160296442,-2.879727926
1,-2.397572393,-1.765890268,-2.777959242
1.9,-2.962072741,-1.897111565,-2.968025094
3,-1.223698483,-1.174307808,-2.539148856
3.9,-0.954853345,-1.529376494,-2.463848699
4.9,-1.312812663,-1.401021155,-2.400794443
6,-1.234751407,-1.386461638,-2.735184949
7,-1.756935786,-1.416131382,-2.400043138
7.9,-1.718079062,-1.142310697,-2.40144343
9,-1.101656723,-1.406967483,-1.9107471
10,-1.41172322,-1.413244907,-2.675458089
10.9,-1.774043435,-1.51718522,-1.667584526
12,-1.431714156,-1.527037872,-1.365644106
12.9,-1.095561701,-1.288557428,-1.180411526
14,-1.498256892,-1.681834298,-1.36607295
15,-1.908290264,-1.238435826,-1.379107539
16,-2.004573308,-1.446347203,-1.524224683
17,-2.199296356,-1.349961004,-1.657549439
18,-2.184090912,-1.53063682,-1.415231735
19,-2.417133015,-1.74659116,-1.38038232
20,-2.3921386,-1.721308767,-1.492892284
21,-2.472354935,-1.86903727,-1.365232848
21.9,-2.558802681,-1.435926243,-1.464104578
23,-2.316885326,-1.351351251,-1.563810869
24,-2.005639777,-1.476255881,-1.655556581
0.2299606,-2.298999349,-2.349317288,-2.104021928
1,-2.739247201,-2.016945654,-1.264565788
1.9,-2.402136025,-2.271342125,-1.787791497
3.9,-1.929152643,-1.696216517,-1.444452543
5,-1.561994614,-1.759534794,-1.888377151
6,-1.87508727,-2.346887666,-2.692258954
7,-2.046512127,-2.56656157,-2.8933409
