"pandemicday","estimate","sevalue","class","severity","ymin","ymax"
601,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
607.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
614.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
621.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
632,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
642.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
649.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
656.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
663.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
670.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
678,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
685,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
695,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
705.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
719.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
733.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
744,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
754.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
773.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
791,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
800.5,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
809,0.290388622867612,0.149448665415958,"cort","mildmod",0.997472438329058,1.79195644154343
164,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
173,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
178,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
182.5,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
186.5,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
187.5,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
191,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
199.5,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
210,0,5,"cort","moderate",5.54515994321769e-05,18033.7449278285
217.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
223.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
227.5,-0.194314736225686,0.0817472437277154,"cort","moderate",0.701496524432201,0.966484383239775
